accession	tax_id	scientific_name	description	last_updated	base_count	first_public
AB932651	134000	Drosophila cardinoides	Drosophila cardinoides Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2291.00.	2014-10-26	834	2014-10-26
AF067280	7246	Drosophila affinis	Drosophila affinis alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	430	1998-07-02
M60993	46244	Drosophila pseudoobscura bogotana	Drosophila pseudoobscura bogotana strain BOG 3389.4 alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3485	1992-01-26
AB669873	73157	Drosophila nikananu	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0601.00.	2014-01-02	839	2014-01-02
AB932663	133975	Drosophila nigrodunni	Drosophila nigrodunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2311.00.	2014-10-26	840	2014-10-26
AY154842	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 22 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY044123	157058	Drosophila oritisa	Drosophila oritisa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	725	2002-08-06
AB669877	244254	Drosophila bunnanda	Drosophila bunnanda Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0721.00.	2014-01-02	826	2014-01-02
AB932654	133979	Drosophila dunni	Drosophila dunni Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2291.00.	2014-10-26	839	2014-10-26
AY044121	157055	Drosophila curviceps	Drosophila curviceps alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	725	2002-08-06
AY364495	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 58.2 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
AF067284	77130	Drosophila tsukubaensis	Drosophila tsukubaensis alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	2006-11-14	830	1998-07-02
AY154835	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154867	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	879	2003-03-03
M17845	7227	Drosophila melanogaster	D.melanogaster alcohol dehydrogenase gene, X-ray induced allele Adh-nLA248, exons 2-4.	2006-11-14	795	1988-04-02
AB194426	7217	Drosophila ananassae	Drosophila ananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1757	2005-05-07
AF045116	30047	Drosophila sturtevanti	Drosophila sturtevanti strain 14043-0871.9 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AF045119	30042	Drosophila prosaltans	Drosophila prosaltans strain 14045-0901.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154872	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 108.5 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	880	2003-03-03
AY154836	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
U40986	7218	Drosophila bifasciata	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, partial exons 2 and 3, and partial cds.	2006-11-14	429	1996-09-27
AY154827	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AB194423	296644	Drosophila malerkotliana pallens	Drosophila malerkotliana pallens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1775	2005-05-07
AB194425	65965	Drosophila pseudoananassae pseudoananassae	Drosophila pseudoananassae pseudoananassae Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1762	2005-05-07
AF348879	67534	Drosophila triauraria	Drosophila triauraria strain YK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	668	2001-04-16
AF151684	7244	Drosophila virilis	Drosophila virilis gp150 (gp150) gene, complete cds type III alcohol dehydrogenase and polar granule component genes, partial sequence.	2003-08-20	6045	2000-05-03
AI062419	7227	Drosophila melanogaster	GH01616.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	2003-12-03	621	1998-07-27
BG632144	7227	Drosophila melanogaster	GH04104.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH04104 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	2003-12-03	690	2001-04-28
CV787951	7245	Drosophila yakuba	zaa60b01.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-12	711	2004-11-12
BI571735	7227	Drosophila melanogaster	RH07019.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07019 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	548	2001-09-07
BI570978	7227	Drosophila melanogaster	RH05780.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05780 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	694	2001-09-07
BI571817	7227	Drosophila melanogaster	RH07117.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07117 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	535	2001-09-07
AF171740	7227	Drosophila melanogaster	AF171740 Drosophila melanogaster brain Canton S adult Drosophila melanogaster cDNA clone 201 similar to mRNA for alcohol dehydrogenase related function, mRNA sequence.	2000-03-03	562	1999-08-25
AI404819	7227	Drosophila melanogaster	GH24657.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH24657 5prime similar to X60793: D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase, mRNA sequence.	2001-04-25	667	1999-02-10
AY695383	133984	Drosophila antillea	Drosophila antillea alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	2006-11-14	1144	2006-08-01
BF503615	7227	Drosophila melanogaster	AT04696.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT04696 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	2001-04-26	730	2000-12-07
BI241261	7227	Drosophila melanogaster	RE38288.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE38288 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 05/12/2001, mRNA sequence.	2001-07-15	679	2001-07-15
BI606073	7227	Drosophila melanogaster	RH72161.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH72161 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/24/2001, mRNA sequence.	2001-09-10	593	2001-09-10
BI618605	7227	Drosophila melanogaster	RH49473.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH49473 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/19/2001, mRNA sequence.	2001-09-11	647	2001-09-11
CK133169	7227	Drosophila melanogaster	RE17806.3prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE17806 3 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/14/2002, mRNA sequence.	2003-12-03	633	2003-12-03
BI622627	7227	Drosophila melanogaster	RH54530.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH54530 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	2001-09-11	582	2001-09-11
BI613172	7227	Drosophila melanogaster	RH42270.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH42270 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/01/2001, mRNA sequence.	2004-01-17	636	2001-09-11
AF006568	7234	Drosophila persimilis	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	2005-04-15	3465	1997-09-11
AY279326	29029	Drosophila eugracilis	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.	2006-11-14	2675	2004-03-31
X04454	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase null4 allele	2006-11-14	2369	1986-11-18
U64535	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.	2005-04-18	4594	1996-08-16
X62185	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3498	1992-10-16
X62238	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X64485	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3472	1992-10-16
M60792	7270	Drosophila mimica	Drosophila mimica alcohol dehydrogenase gene, complete cds.	2006-11-14	895	1992-06-06
X62181	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3494	1992-10-16
X62188	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3472	1992-10-16
X62219	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3447	1992-10-16
X62201	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X62213	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3463	1992-10-16
X64472	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3453	1992-10-16
X64477	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3506	1992-10-16
AY238776	7229	Drosophila miranda	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AB026527	51159	Drosophila lutescens	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.	2005-04-14	840	1999-10-29
GQ376037	30043	Drosophila repleta	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
AY750138	7257	Drosophila robusta	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
EU490429	508692	Drosophila endobranchia	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.	2008-04-20	651	2008-03-11
HQ631472	94112	Drosophila constricta	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
U94197	46796	Drosophila disjuncta	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	222	1998-02-23
U94198	58311	Drosophila iki	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	204	1998-02-23
X68160	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)	2006-11-14	3473	1992-10-08
AB026533	7273	Drosophila saltans	Drosophila saltans gene for alcohol dehydrogenase, partial cds.	2005-04-14	847	1999-10-29
AY006410	46800	Drosophila hemipeza	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY006420	47048	Drosophila neopicta	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY081441	7278	Drosophila bromeliae	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	289	2002-08-09
AY081442	30041	Drosophila polychaeta	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	283	2002-08-09
DQ471658	47313	Drosophila ezoana	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471668	7244	Drosophila virilis	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
HQ631481	186283	Drosophila parabipectinata	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
MF908506	1486046	Drosophila subpulchrella	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.	2018-08-19	763	2018-08-19
AY750134	311479	Drosophila gani	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY006423	46830	Drosophila setosifrons	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY750142	311479	Drosophila gani	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
X68166	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)	2006-11-14	3505	1992-10-08
X68163	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)	2006-11-14	3489	1992-10-08
AY081443	133996	Drosophila ornatipennis	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	277	2002-08-09
AY081439	30031	Drosophila ornatifrons	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	283	2002-08-09
U26837	40366	Drosophila americana	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	950	1995-06-22
U90954	57874	Drosophila sinobscura	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	431	1997-11-14
U94194	46893	Drosophila adunca	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-18	204	1998-02-23
X68162	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)	2006-11-14	3482	1992-10-08
Z00033	7226	Drosophila mauritiana	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks	2005-04-18	1835	1986-07-02
AY238772	7229	Drosophila miranda	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AY238774	7229	Drosophila miranda	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	2005-04-16	2042	2003-04-08
AB932677	38838	Drosophila testacea	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.	2015-01-14	826	2015-01-14
AF260695	7267	Drosophila gymnobasis	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	506	2000-09-20
KM016469	7240	Drosophila simulans	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.	2014-09-24	478	2014-09-24
KM016472	7240	Drosophila simulans	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.	2014-09-24	480	2014-09-24
KM016475	7240	Drosophila simulans	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.	2014-09-24	479	2014-09-24
AB261137	42062	Drosophila nasuta	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	863	2007-11-03
AB932655	7279	Drosophila falleni	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	810	2014-10-26
AB932660	198719	Drosophila innubila	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	776	2014-10-26
DQ471611	40372	Drosophila americana texana	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
X57362	7240	Drosophila simulans	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase	2006-11-14	973	1991-07-17
X57370	7245	Drosophila yakuba	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB033642	7291	Drosophila albomicans	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.	2006-07-17	711	1999-11-16
AB261131	157056	Drosophila formosana	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	839	2007-11-03
AB932659	198718	Drosophila histrio	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.	2015-01-14	840	2015-01-14
AY279323	7220	Drosophila erecta	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.	2006-11-14	319	2004-03-31
HQ232351	1052065	Drosophila hypercephala	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.	2011-08-08	437	2011-08-08
M60991	46244	Drosophila pseudoobscura bogotana	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3475	1992-01-26
U95259	7260	Drosophila willistoni	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
X60792	7227	Drosophila melanogaster	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase	2006-11-14	1901	1991-10-07
AB261134	157057	Drosophila neohypocausta	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	879	2007-11-03
AF260691	7244	Drosophila virilis	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	456	2000-09-20
AB261140	387622	Drosophila maculinotata	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	840	2007-11-03
U95273	46792	Drosophila insularis	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1183	1999-01-06
X57361	7240	Drosophila simulans	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase	2006-11-14	969	1991-07-17
AB154559	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.	2005-04-14	683	2004-04-01
AF201446	7240	Drosophila simulans	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	481	2000-07-03
AY095942	42027	Drosophila kuntzei	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	431	2003-05-01
AY335200	30047	Drosophila sturtevanti	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	792	2003-12-31
DQ471624	381467	Drosophila multidentata	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
JX455212	7240	Drosophila simulans	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
KJ767239	7227	Drosophila melanogaster	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.	2014-10-29	872	2014-09-04
KX976496	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976499	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976511	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
LC057197	1660391	Drosophila sp. KO4	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.	2019-06-04	822	2019-06-04
M60984	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3494	1992-04-30
U95270	46793	Drosophila paulistorum	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1168	1999-01-06
AB154546	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.	2005-04-14	686	2004-04-01
AF201431	7240	Drosophila simulans	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	480	2000-07-03
DQ471648	381452	Drosophila barutani	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
HQ110516	30042	Drosophila prosaltans	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.	2011-06-02	859	2011-05-06
HQ110517	30042	Drosophila prosaltans	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.	2011-06-02	828	2011-05-06
KX976503	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976508	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
M19276	7240	Drosophila simulans	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.	2006-11-14	829	1991-07-26
M60982	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.	2006-11-14	3472	1992-04-30
AB154545	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.	2005-04-14	683	2004-04-01
AB154555	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.	2005-04-14	683	2004-04-01
AB154563	74550	Drosophila lini	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.	2005-04-14	698	2004-04-01
AF201426	7226	Drosophila mauritiana	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	478	2000-07-03
AF201433	7240	Drosophila simulans	Drosophila simulans isolate NC48 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF201439	7240	Drosophila simulans	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	485	2000-07-03
AF201444	7240	Drosophila simulans	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.	2006-11-14	479	2000-07-03
AF284480	7238	Drosophila sechellia	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.	2006-11-14	700	2000-11-02
AY095936	42028	Drosophila limbata	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	446	2003-05-01
AY095937	193351	Drosophila transversa	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	437	2003-05-01
AY095945	126591	Drosophila curvispina	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	443	2003-05-01
AY156524	7232	Drosophila navojoa	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.	2005-04-16	879	2003-03-03
EU532125	46793	Drosophila paulistorum	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	542	2010-01-21
KX976510	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
M60986	7237	Drosophila pseudoobscura	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3463	1992-01-26
AB154547	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh06.	2005-04-14	683	2004-04-01
AY095948	193352	Drosophila unispina	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	442	2003-05-01
KX976504	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_SA_3 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976509	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_2_14 alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976514	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_2_11b alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
KX976494	7245	Drosophila yakuba	Drosophila yakuba isolate Yakuba_Cascade_21_Combined alcohol dehydrogenase (Adh) mRNA, complete cds.	2016-11-12	771	2016-11-12
AB669844	30035	Drosophila malagassya	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.	2014-01-02	840	2014-01-02
AB669863	30033	Drosophila kikkawai	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.	2014-01-02	832	2014-01-02
AB669870	307244	Drosophila ogumai	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.	2014-01-02	836	2014-01-02
AF136684	95109	Drosophila americana americana	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136689	95109	Drosophila americana americana	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF136703	40372	Drosophila americana texana	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	884	1999-06-03
AF175213	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.	1999-12-21	951	1999-10-06
AF175215	7227	Drosophila melanogaster	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.	1999-12-21	951	1999-10-06
AF459754	7217	Drosophila ananassae	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
AF459774	7274	Drosophila serrata	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	2006-11-14	290	2002-05-16
U64538	7237	Drosophila pseudoobscura	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.	2005-04-18	3510	1996-08-16
